time;path1;skr1_bps;path2;skr2_bps;path3;skr3_bps;skr_xor_bps
2025-08-31T12:44:00Z;Munich->Sat-08-26->Sat-07-26->Sat-06-26->Sat-15-17->Sat-05-27->Sat-14-16->NewYork;3834.1508063634446;Munich->Sat-18-17->Sat-18-18->Sat-17-18->Sat-16-18->Sat-05-26->Sat-14-17->Sat-04-27->NewYork;6894.860285386254;Munich->Sat-08-27->Sat-17-17->Sat-07-27->Sat-16-17->Sat-06-27->Sat-15-16->Sat-05-28->Sat-14-15->Sat-04-28->NewYork;8902.830682894859;3834.1508063634446
2025-08-31T12:45:00Z;Munich->Sat-08-26->Sat-17-17->Sat-16-17->Sat-15-17->Sat-05-26->Sat-14-16->NewYork;2743.9934815971624;Munich->Sat-18-17->Sat-07-25->Sat-17-18->Sat-16-18->Sat-15-18->Sat-14-17->Sat-04-27->NewYork;4325.359922470275;Munich->Sat-08-27->Sat-17-16->Sat-07-27->Sat-16-16->Sat-06-27->Sat-15-16->Sat-05-27->Sat-14-15->NewYork;3308.659946834985;2743.9934815971624
2025-08-31T12:46:00Z;Munich->Sat-08-25->Sat-18-17->Sat-17-17->Sat-16-17->Sat-15-17->Sat-04-25->Sat-04-26->NewYork;5048.901328719727;Munich->Sat-08-26->Sat-17-16->Sat-07-26->Sat-16-16->Sat-06-26->Sat-15-16->Sat-05-26->Sat-14-15->NewYork;3807.4625635864313;Munich->Sat-18-15->Sat-08-27->Sat-17-15->Sat-07-27->Sat-16-15->Sat-06-27->Sat-15-15->Sat-05-27->Sat-14-14->Sat-04-27->NewYork;6918.991321184054;3807.4625635864313
2025-08-31T12:47:00Z;Munich->Sat-08-25->Sat-07-25->Sat-06-25->Sat-05-25->Sat-14-15->NewYork;2667.246057066033;Munich->Sat-18-16->Sat-07-24->Sat-17-17->Sat-16-17->Sat-15-17->Sat-14-16->Sat-04-26->NewYork;4805.628129442212;Munich->Sat-08-26->Sat-17-15->Sat-07-26->Sat-16-15->Sat-06-26->Sat-15-15->Sat-05-26->Sat-14-14->NewYork;2659.003515923596;2659.003515923596
2025-08-31T12:48:00Z;Munich->Sat-08-25->Sat-17-15->Sat-07-25->Sat-16-15->Sat-06-25->Sat-15-15->Sat-05-25->Sat-14-14->NewYork;3277.015445415865;Munich->Sat-08-24->Sat-17-16->Sat-16-16->Sat-15-16->Sat-04-24->Sat-04-25->NewYork;2667.617122251052;Munich->Sat-18-15->Sat-18-16->Sat-07-23->Sat-17-17->Sat-16-17->Sat-15-17->Sat-14-16->Sat-14-15->Sat-04-26->NewYork;9965.6654716528;2667.617122251052
2025-08-31T12:49:00Z;Munich->Sat-08-24->Sat-07-23->Sat-17-16->Sat-16-16->Sat-15-16->Sat-14-15->Sat-04-25->NewYork;6844.0295036911;Munich->Sat-08-25->Sat-17-14->Sat-07-25->Sat-16-14->Sat-06-25->Sat-15-14->Sat-05-25->Sat-14-14->NewYork;3150.935837687441;Munich->Sat-18-14->Sat-08-26->Sat-17-13->Sat-07-26->Sat-16-13->Sat-06-26->Sat-15-13->Sat-05-26->Sat-14-13->NewYork;2809.5034247928456;2809.5034247928456
2025-08-31T12:50:00Z;Munich->Sat-08-24->Sat-17-14->Sat-07-24->Sat-16-14->Sat-06-24->Sat-15-14->Sat-05-24->Sat-14-14->Sat-04-24->NewYork;12551.318473880108;Munich->Sat-08-25->Sat-17-13->Sat-07-25->Sat-16-13->Sat-06-25->Sat-15-13->Sat-05-25->Sat-14-13->NewYork;2860.6417864661207;Munich->Sat-18-15->Sat-07-22->Sat-17-16->Sat-16-16->Sat-15-16->Sat-14-16->Sat-03-23->Sat-13-14->Sat-13-13->NewYork;2490.8517648060865;2490.8517648060865
2025-08-31T12:51:00Z;Munich->Sat-08-23->Sat-07-22->Sat-17-15->Sat-16-15->Sat-15-15->Sat-14-14->Sat-04-24->NewYork;6050.488848264743;Munich->Sat-08-24->Sat-17-13->Sat-07-24->Sat-16-13->Sat-06-24->Sat-15-13->Sat-05-24->Sat-14-13->NewYork;3089.0869864002834;Munich->Sat-18-14->Sat-17-14->Sat-06-22->Sat-05-22->Sat-04-22->Sat-14-15->Sat-13-14->Sat-13-13->NewYork;2846.5384077281437;2846.5384077281437
2025-08-31T12:52:00Z;Munich->Sat-08-23->Sat-17-13->Sat-07-23->Sat-16-13->Sat-06-23->Sat-15-13->Sat-05-23->Sat-14-13->Sat-04-23->NewYork;11155.564702187723;Munich->Sat-08-24->Sat-17-12->Sat-07-24->Sat-16-12->Sat-06-24->Sat-15-12->Sat-05-24->Sat-14-12->NewYork;3226.092634446547;Munich->Sat-18-14->Sat-07-21->Sat-06-21->Sat-05-21->Sat-04-21->Sat-14-15->Sat-03-22->Sat-13-13->Sat-13-12->NewYork;2652.8786047098256;2652.8786047098256
2025-08-31T12:53:00Z;Munich->Sat-08-22->Sat-07-21->Sat-06-21->Sat-05-21->Sat-15-14->Sat-14-13->Sat-04-23->NewYork;5274.694977579324;Munich->Sat-08-23->Sat-17-12->Sat-07-23->Sat-16-12->Sat-06-23->Sat-15-12->Sat-05-23->Sat-14-12->NewYork;2936.85309951725;Munich->Sat-18-13->Sat-18-14->Sat-18-15->Sat-06-20->Sat-05-20->Sat-15-15->Sat-14-14->Sat-13-13->Sat-13-12->NewYork;3330.429848869305;2936.85309951725
2025-08-31T12:54:00Z;Munich->Sat-08-22->Sat-17-12->Sat-07-22->Sat-16-12->Sat-06-22->Sat-15-12->Sat-05-22->Sat-14-12->Sat-04-23->NewYork;10534.679277259753;Munich->Sat-08-23->Sat-17-11->Sat-07-23->Sat-16-11->Sat-06-23->Sat-15-11->Sat-05-23->Sat-14-11->NewYork;2777.179518866333;Munich->Sat-18-13->Sat-07-21->Sat-06-20->Sat-05-20->Sat-04-20->Sat-14-14->Sat-03-21->Sat-13-12->Sat-13-11->NewYork;3273.992053897564;2777.179518866333
2025-08-31T12:55:00Z;Munich->Sat-08-21->Sat-07-20->Sat-06-20->Sat-05-20->Sat-15-13->Sat-14-12->Sat-04-22->NewYork;4556.51823672616;Munich->Sat-18-12->Sat-17-12->Sat-16-12->Sat-15-12->Sat-05-22->Sat-14-11->NewYork;2712.5737406482067;Munich->Sat-08-22->Sat-17-11->Sat-07-22->Sat-16-11->Sat-06-22->Sat-15-11->Sat-05-23->Sat-14-10->Sat-04-23->NewYork;10310.732996874407;2712.5737406482067
2025-08-31T12:56:00Z;Munich->Sat-18-12->Sat-07-20->Sat-06-20->Sat-05-20->Sat-05-21->Sat-14-11->Sat-04-22->NewYork;3646.5587963674416;Munich->Sat-08-21->Sat-17-11->Sat-07-21->Sat-16-11->Sat-06-21->Sat-15-11->Sat-05-22->Sat-14-10->NewYork;2343.6533894207687;Munich->Sat-08-22->Sat-17-10->Sat-07-22->Sat-16-10->Sat-06-22->Sat-15-10->Sat-05-23->Sat-14-09->Sat-04-23->NewYork;3908.9991223693355;2343.6533894207687
2025-08-31T12:57:00Z;Munich->Sat-08-20->Sat-07-20->Sat-06-20->Sat-05-20->Sat-14-11->Sat-04-21->NewYork;3894.061055300036;Munich->Sat-18-11->Sat-18-12->Sat-17-12->Sat-16-12->Sat-15-11->Sat-05-21->Sat-14-10->NewYork;2441.2231314578735;Munich->Sat-08-21->Sat-17-10->Sat-07-21->Sat-16-10->Sat-06-21->Sat-15-10->Sat-05-22->Sat-14-09->Sat-04-22->NewYork;10625.528493711052;2441.2231314578735
2025-08-31T12:58:00Z;Munich->Sat-08-20->Sat-17-11->Sat-16-11->Sat-15-11->Sat-05-20->Sat-14-10->Sat-04-21->NewYork;6177.726189685703;Munich->Sat-18-11->Sat-07-19->Sat-17-12->Sat-16-12->Sat-15-12->Sat-14-11->Sat-04-20->Sat-13-10->NewYork;1853.4765288166727;Munich->Sat-08-21->Sat-17-10->Sat-07-20->Sat-16-10->Sat-06-20->Sat-15-10->Sat-05-21->Sat-14-09->Sat-04-22->NewYork;4750.620051111845;1853.4765288166727
2025-08-31T12:59:00Z;Munich->Sat-08-19->Sat-07-18->Sat-06-18->Sat-05-18->Sat-15-11->Sat-04-19->Sat-04-20->NewYork;3352.8543832011974;Munich->Sat-08-20->Sat-17-10->Sat-07-19->Sat-06-19->Sat-05-19->Sat-05-20->Sat-14-09->NewYork;2148.5474407046486;Munich->Sat-18-10->Sat-18-11->Sat-18-12->Sat-06-17->Sat-05-17->Sat-15-12->Sat-04-18->Sat-14-10->Sat-04-21->NewYork;5827.552821650074;2148.5474407046486
